,id_line,label,lemma,base,extent,scope,id_text,line
55,P247857.47,o iii 33,{kuš}|AB₂×ŠA₃|[NA]NA,{kuš}|AB₂×ŠA₃|,,,P247857,47
56,P247857.48,o iii 34,{kuš}x[NA]NA,{kuš}x,,,P247857,48
57,P247857.49,o iii 35,{kuš}x[NA]NA,{kuš}x,,,P247857,49
58,P247857.50,o iii 36,{kuš}niŋ₂-SAL-x[NA]NA,{kuš}niŋ₂-SAL-x,,,P247857,50
59,P247857.51,o iii 37,kuš[skin]N šegin[glue]N,kuš še-gin₂,,,P247857,51
60,P247857.52,o iii 38,kuš[skin]N šegin[glue]N urud[copper]N,kuš še-gin₂ urud,,,P247857,52
61,P247857.53,o iii 39,kuš[skin]N šegin[glue]N kugsig[gold]N,kuš še-gin₂ kug-sig₁₇,,,P247857,53
62,P247857.54,o iii 40,{kuš}da-ga[NA]NA,{kuš}da-ga,,,P247857,54
63,P247857.55,o iii 41,{kuš}da-ga-rin-na[NA]NA,{kuš}da-ga-rin-na,,,P247857,55
64,P247857.56,o iii 42,dagsi[hook]N,{kuš}da-si,,,P247857,56
65,P247857.57,o iii 43,kuš[skin]N niŋ[thing]N sis[spare]V/t,kuš niŋ₂ si-is,,,P247857,57
66,P247857.58,o iii 44,kuš[skin]N sissig[green]V/i,kuš sig₇,,,P247857,58
67,P247857.59,o iii 45,kuš[skin]N sissig[green]V/i,kuš sig₇-sig₇,,,P247857,59
68,P247857.60,o iii 46,lub[bag]N,{kuš}lu-ub₂{sar},,,P247857,60
69,P247857.61,o iii 47,lub[bag]N,{kuš}lu-ub₂{sar},,,P247857,61
70,P247857.62,o iii 48,bar[outside]V/t guz[tufted]V/i,{kuš}bar {+gu-uz}guz,,,P247857,62
71,P247857.63,o iii 49,niŋŋala[possessions]N,{kuš}niŋ₂-ŋal₂-la,,,P247857,63
72,P247857.64,o iii 50,aŋala[sack]N iŋeš[oil]N,{kuš}a-ŋa₂-la₂ i₃-ŋeš,,,P247857,64
73,P247857.66,o iv 1,im[clay]N babbar[white]V/i x[NA]NA,im babbar x,,,P247857,66
74,P247857.67,o iv 2,im[clay]N babbar[white]V/i,im babbar₂,,,P247857,67
75,P247857.68,o iv 3,im[clay]N su[red]V/i,im su₄,,,P247857,68
76,P247857.69,o iv 4,im[clay]N kugsig[gold]N,im kug-sig₁₇,,,P247857,69
77,P247857.70,o iv 5,im[clay]N gu[neck]N,im kun,,,P247857,70
78,P247857.71,o iv 6,im[clay]N guʾena[silt]N,im kun-en-na,,,P247857,71
79,P247857.72,o iv 7,piš[bank]N idlurugu[ordeal-river]N,piš₁₀ id₂-lu₂-ru-gu₂,,,P247857,72
80,P247857.73,o iv 8,urud[copper]N,urud,,,P247857,73
81,P247857.74,o iv 9,urud[copper]N niŋkalaga[strong]AJ,urud niŋ₂-kalag-ga,,,P247857,74
82,P247857.75,o iv 10,urud[copper]N uš[vessel]N,urud uš₂,,,P247857,75
83,P247857.76,o iv 11,urud[copper]N išme[stone]N,urud iš-me-na,,,P247857,76
84,P247857.77,o iv 12,urud[copper]N kalag[strong]V/i,urud kalag,,,P247857,77
85,P247857.78,o iv 13,urud[copper]N luh[clean]V/t,urud luh,,,P247857,78
86,P247857.79,o iv 14,urud[copper]N luh[clean]V/t,urud luh,,,P247857,79
87,P247857.80,o iv 15,urud[copper]N luh[clean]V/t,urud luh,,,P247857,80
88,P247857.81,o iv 16,urud[copper]N sahar[dust]N luh[clean]V/t,urud sahar luh,,,P247857,81
89,P247857.82,o iv 17,urud[copper]N zarin[low-quality]N,urud za-ri₂-in,,,P247857,82
90,P247857.83,o iv 18,urud[copper]N giŋ[unit]N Dilmun[1]GN,urud giŋ₄ dilmun-na{ki},,,P247857,83
91,P247857.84,o iv 19,urud[copper]N giŋ[unit]N Tiama[1]GN,urud giŋ₄ ti-a-ma,,,P247857,84
92,P247857.85,o iv 20,urud[copper]N x[NA]NA hurrum[cave]N,urud x hu-ru-um,,,P247857,85
93,P247857.86,o iv 21,šen[cauldron]N,{urud}šen,,,P247857,86
94,P247857.87,o iv 22,šen[cauldron]N,{urud}šen,,,P247857,87
95,P247857.88,o iv 23,šen[cauldron]N imma[last-year]MA,{urud}šen im-ma,,,P247857,88
96,P247857.89,o iv 24,šen[cauldron]N imma[last-year]MA,{urud}šen im-ma,,,P247857,89
97,P247857.90,o iv 25,šendili[ewer]N,{urud}šen-dili₂,,,P247857,90
98,P247857.91,o iv 26,dilim[spoon]N imma[last-year]MA,{urud}dilim₂ im-ma,,,P247857,91
99,P247857.92,o iv 27,dilim[spoon]N šuniŋin[total]N,{urud}dilim₂ šu-niŋin₂,,,P247857,92
100,P247857.93,o iv 28,dilim[spoon]N gun[load]N 1(aš)[NA]NA,{urud}dilim₂ gun₂ 1(aš),,,P247857,93
101,P247857.94,o iv 29,dilim[spoon]N 1(aš)[NA]NA gun[load]N,{urud}dilim₂ 1(aš) gun₂,,,P247857,94
102,P247857.95,o iv 30,ur[base]N limmu[four]NU,{urud}ur₂ limmu₂,,,P247857,95
103,P247857.96,o iv 31,umbin[nail]N,{urud}umbin-na,,,P247857,96
104,P247857.97,o iv 32,{urud}x-la₂[NA]NA,{urud}x-la₂,,,P247857,97
105,P247857.98,o iv 33,lala[copper-object]N,{urud}la₂-la₂,,,P247857,98
106,P247857.99,o iv 34,urud-x[NA]NA,urud-x,,,P247857,99
107,P247857.100,o iv 35,{urud}x-kaš[NA]NA,{urud}x-kaš,,,P247857,100
108,P247857.101,o iv 36,tab[point]N zabar[bronze]N huš[reddish]V/i,{urud}tab zabar huš,,,P247857,101
109,P247857.102,o iv 37,tab[point]N zabar[bronze]N huš[reddish]V/i,{urud}tab zabar huš,,,P247857,102
110,P247857.103,o iv 38,tab[point]N zabar[bronze]N huš[reddish]V/i,{urud}tab zabar huš,,,P247857,103
111,P247857.104,o iv 39,durtaba[ax]N,{urud}dur₁₀-tab-ba,,,P247857,104
112,P247857.105,o iv 40,tab[point]N tur[small]V/i,{urud}tab tur,,,P247857,105
113,P247857.106,o iv 41,gag[nail]N,{urud}gag,,,P247857,106
114,P247857.107,o iv 42,gag[nail]N sud[distant]V/i,{urud}gag sud,,,P247857,107
115,P247857.109,o v 1,kin[sickle]N,{urud}{+ki-en}kin,,,P247857,109
116,P247857.110,o v 2,habuda[hoe]N,{urud}ha-bu-da,,,P247857,110
117,P247857.111,o v 3,giŋsal[hoe]N,{urud}giŋ₄-sal,,,P247857,111
118,P247857.112,o v 4,igiŋal[weapon]N,{urud}igi-mar,,,P247857,112
119,P247857.113,o v 5,kin[sickle]N,{urud}{+gin₂}kin,,,P247857,113
120,P247857.114,o v 6,kin[sickle]N,{urud}{+gin₂}kin,,,P247857,114
121,P247857.115,o v 7,kin[sickle]N DU[NA]NA usakar[moon]N,{urud}kin DU u₄-sakar,,,P247857,115
122,P247857.116,o v 8,saga[reap]V/t,{urud}{+sa-ka}saga₁₁,,,P247857,116
123,P247857.117,o v 9,saga[reap]V/t gal[big]V/i,{urud}saga₁₁ gal,,,P247857,117
124,P247857.118,o v 10,niŋgi[tool]N saga[reap]V/t,{urud}niŋ₂-gi₂ saga₁₁{+sa-ka},,,P247857,118
125,P247857.119,o v 11,gidim[fork]N,{urud}gi₂-dim,,,P247857,119
126,P247857.120,o v 12,gidim[fork]N gal[big]V/i,{urud}gi₂-dim gal,,,P247857,120
127,P247857.121,o v 13,gidim[fork]N tur[small]V/i,{urud}gi₂-dim tur,,,P247857,121
128,P247857.122,o v 14,gidim[fork]N tur[small]V/i,{urud}gi₂-dim tur,,,P247857,122
129,P247857.123,o v 15,dala[thorn]N,{urud}dala₂,,,P247857,123
130,P247857.124,o v 16,šukur[lance]N,{urud}šukur,,,P247857,124
131,P247857.125,o v 17,šukur[lance]N darrum[bearded]V/i,{urud}šukur dar-ru-um,,,P247857,125
132,P247857.126,o v 18,ubri[lance]N,{urud}ubri,,,P247857,126
133,P247857.127,o v 19,ubri[lance]N,{urud}ubri{+u-x},,,P247857,127
134,P247857.128,o v 20,silig[ax]N DU-x[NA]NA,{urud}silig DU-x,,,P247857,128
135,P247857.129,o v 21,kul[handle]N,{urud}{+ku-ul}kul,,,P247857,129
136,P247857.130,o v 22,niŋgul[hatchet]N,{urud}niŋ₂-kul,,,P247857,130
137,P247857.131,o v 23,kul[handle]N giŋ[ax]N,{urud}kul giŋ₄,,,P247857,131
138,P247857.132,o v 24,aʾašŋar[ax]N,{urud}a₂-aš-ŋar,,,P247857,132
139,P247857.133,o v 25,aʾašŋar[ax]N,{urud}a₂-aš-ŋar,,,P247857,133
140,P247857.134,o v 26,ašita[equipment]N,{urud}a₂-šu-du₇-a,,,P247857,134
141,P247857.135,o v 27,agasilig[ax]N,{urud}aga-silig,,,P247857,135
142,P247857.136,o v 28,hazin[ax]N,{urud}ha-zi-in,,,P247857,136
143,P247857.137,o v 29,hazin[ax]N šu[hand]N,{urud}ha-zi-in šu,,,P247857,137
144,P247857.138,o v 30,hazin[ax]N sila₃-gaz[NA]NA,{urud}ha-zi-in sila₃-gaz,,,P247857,138
145,P247857.139,o v 31,hazin[ax]N arhuš[womb]N,{urud}ha-zi-in arhuš,,,P247857,139
146,P247857.140,o v 32,hazin[ax]N arhuš[womb]N,{urud}ha-zi-in arhuš,,,P247857,140
147,P247857.141,o v 33,hazin[ax]N gal[big]V/i,{urud}ha-zi-in gal,,,P247857,141
148,P247857.142,o v 34,hazin[ax]N nin[lady]N,{urud}ha-zi-in nin,,,P247857,142
149,P247857.143,o v 35,gag[nail]N zu[tooth]N,{urud}gag zu₂,,,P247857,143
150,P247857.144,o v 36,gagutagga[arrow]N,{urud}gag-u₂-tag-ga,,,P247857,144
151,P247857.145,o v 37,gag[nail]N ti[arrow]N,{urud}gag ti,,,P247857,145
152,P247857.146,o v 38,gag[nail]N ti[arrow]N,{urud}gag {+te}ti,,,P247857,146
153,P247857.147,o v 39,barus[goad]N,{urud}bar-us₂,,,P247857,147
154,P247857.150,r i 1,niŋ[thing]N zaham[shine?]V/i,{urud}niŋ₂ za-ha-am,,,P247857,150
155,P247857.151,r i 2,ŋiri[foot]N DU-kum[NA]NA,{urud}ŋiri₃ DU-kum,,,P247857,151
156,P247857.152,r i 3,šitan[water-channel]N,{urud}šita₃,,,P247857,152
157,P247857.153,r i 4,{urud}šita₃-sig-BAR[NA]NA,{urud}šita₃-sig-BAR,,,P247857,153
158,P247857.154,r i 5,{urud}šita₃-bar[NA]NA,{urud}šita₃-bar,,,P247857,154
159,P247857.155,r i 6,{urud}šita₃-bar[NA]NA gal[big]V/i tab[double]V/t,{urud}šita₃-bar gal tab,,,P247857,155
160,P247857.156,r i 6a,šitan[water-channel]N tur[small]V/i,šita₃ tur,,,P247857,156
161,P247857.157,r i 6b,šitan[water-channel]N x-x[NA]NA,šita₃ x-x,,,P247857,157
162,P247857.158,r i 6c,šitan[water-channel]N tur-BAR[NA]NA,šita₃ tur-BAR,,,P247857,158
163,P247857.159,r i 7,šumme[saw]N,{urud}šum-me,,,P247857,159
164,P247857.160,r i 8,šumme[saw]N tur[small]V/i,{urud}šum-me tur,,,P247857,160
165,P247857.161,r i 9,hemegina[fetters]N,{urud}he₂-me-gin₆-na,,,P247857,161
166,P247857.162,r i 10,šeršer[chain]N,{urud}šir₃-šir₃,,,P247857,162
167,P247857.163,r i 11,har[ring]N šeršer[chain]N,{urud}har šir₃-šir₃,,,P247857,163
168,P247857.164,r i 12,murub[middle]N šeršer[chain]N,{urud}murub₄ šir₃-šir₃,,,P247857,164
169,P247857.165,r i 13,alan[statue]N,{urud}alan,,,P247857,165
170,P247857.166,r i 14,lammar[deity]N,{urud}{d}lamma,,,P247857,166
171,P247857.167,r i 15,kigal[platform]N,{urud}ki-gal,,,P247857,167
172,P247857.168,r i 16,{urud}ki-ŋal₂[NA]NA,{urud}ki-ŋal₂,,,P247857,168
173,P247857.169,r i 17,{urud}x-x-DU[NA]NA,{urud}x-x-DU,,,P247857,169
174,P247857.170,r i 18,{urud}x-x[NA]NA,{urud}x-x,,,P247857,170
175,P247857.171,r i 19,urud[copper]N gaba[chest]N x[NA]NA,urud gaba x,,,P247857,171
176,P247857.172,r i 20,urud[copper]N gaba[chest]N nu-x[NA]NA,urud gaba nu-x,,,P247857,172
177,P247857.173,r i 21,niŋsasa[burning]N,{urud}niŋ₂-sa-sa,,,P247857,173
178,P247857.174,r i 22,niŋul[everlasting]N tag[touch]V/t,{urud}niŋ₂-ul tag-ga,,,P247857,174
179,P247857.175,r i 23,niŋul[everlasting]N tag[touch]V/t,{urud}niŋ₂-ul tag-ga,,,P247857,175
180,P247857.176,r i 24,niŋgalam[skill]N,{urud}niŋ₂-galam-ma,,,P247857,176
181,P247857.177,r i 25,niŋgalam[skill]N,{urud}niŋ₂-galam-ma,,,P247857,177
182,P247857.178,r i 26,niŋdimdima[form]N,{urud}niŋ₂-dim₂-dim₂-ma,,,P247857,178
183,P247857.179,r i 27,niŋdim[object]N gul[destroy]V/t,{urud}niŋ₂-dim₂ gul,,,P247857,179
184,P247857.180,r i 28,{urud}niŋ₂-IM-a[NA]NA,{urud}niŋ₂-IM-a,,,P247857,180
185,P247857.181,r i 29,niŋsua[object]N,{urud}niŋ₂-su₁₃-a,,,P247857,181
186,P247857.182,r i 30,urud[copper]N niŋdea[mould]N,urud {urud}niŋ₂-de₂-a,,,P247857,182
187,P247857.183,r i 31,urud[copper]N niŋdea[mould]N,urud {urud}niŋ₂-de₂-a,,,P247857,183
188,P247857.184,r i 32,niŋ[thing]N hi[mix]V/t,{urud}niŋ₂ hi,,,P247857,184
189,P247857.185,r i 33,niŋgida[rod?]N,{urud}niŋ₂-gid₂-da,,,P247857,185
190,P247857.186,r i 34,niŋ[thing]N izi[fire]N sig[cast]V/t,{urud}niŋ₂ izi sig₃,,,P247857,186
191,P247857.187,r i 35,niŋ[thing]N izi[fire]N BU[NA]NA,{urud}niŋ₂ izi BU,,,P247857,187
192,P247857.188,r i 36,niŋzala[copper]N,{urud}niŋ₂-zal-la,,,P247857,188
193,P247857.189,r i 37,niŋzala[copper]N,{urud}niŋ₂-zal-la,,,P247857,189
194,P247857.190,,,,1,line,P247857,190
195,P247857.192,r i 39,pad[break]V/t,{urud}pad-r·a₂,,,P247857,192
196,P247857.193,r i 40,{urud}niŋ₂-gul-la[NA]NA,{urud}niŋ₂-gul-la,,,P247857,193
197,P247857.195,r ii 1,zabar[bronze]N,zabar,,,P247857,195
198,P247857.196,r ii 2,zabar[bronze]N,zabar,,,P247857,196
199,P247857.197,r ii 3,zabar[bronze]N,zabar,,,P247857,197
200,P247857.198,r ii 4,zabar[bronze]N zarin[low-quality]N,zabar za-ri₂-in,,,P247857,198
201,P247857.199,r ii 5,zabaršu[mirror]N,zabar-šu,,,P247857,199
202,P247857.200,r ii 6,zabar[bronze]N hi[mix]V/t,zabar hi,,,P247857,200
203,P247857.201,r ii 7,zabar[bronze]N U{+x}-LAL{+a}[NA]NA,zabar U{+x}-LAL{+a},,,P247857,201
204,P247857.202,r ii 8,zabar[bronze]N aga[ax]N,zabar aga,,,P247857,202
205,P247857.203,r ii 9,zabar[bronze]N dug[pot]N,zabar dug,,,P247857,203
206,P247857.204,r ii 10,zabar[bronze]N magur[barge]N,zabar ma₂-gur₈,,,P247857,204
207,P247857.205,r ii 11,zabar[bronze]N lahtan[vat]N,zabar lahtan,,,P247857,205
208,P247857.206,r ii 12,zabar[bronze]N lilis[instrument]N,zabar li-li-is₃,,,P247857,206
209,P247857.207,r ii 13,gal[big]V/i,gal{zabar},,,P247857,207
210,P247857.208,r ii 14,gal[big]V/i,gal{zabar},,,P247857,208
211,P247857.209,r ii 15,gal[big]V/i MUŠ₃{zabar}[NA]NA,gal MUŠ₃{zabar},,,P247857,209
212,P247857.210,r ii 16,šaʾuša[lance]N,ša-u₂-ša,,,P247857,210
213,P247857.211,r ii 17,niŋšu[goods]N,niŋ₂-šu,,,P247857,211
214,P247857.212,r ii 18,šušŋar[vessel]N,šu-uš-ŋar,,,P247857,212
215,P247857.213,r ii 19,šušala[vessel]N,šu-uš-la₂,,,P247857,213
216,P247857.214,r ii 20,šušala[vessel]N,šu-še₃-la₂,,,P247857,214
217,P247857.215,r ii 21,zagšela[container]N,zag-šu-la₂,,,P247857,215
218,P247857.216,r ii 22,|DAG.KISIM₅×X|-AŠ[NA]NA,|DAG.KISIM₅×X|-AŠ,,,P247857,216
219,P247857.217,r ii 23,x-x-DI-KID-hu[NA]NA,x-x-DI-KID-hu,,,P247857,217
220,P247857.218,r ii 24,niŋ[thing]N asura[water]N,niŋ₂ a-sur-ra,,,P247857,218
221,P247857.219,r ii 25,ŋeš-im-ba[NA]NA,ŋeš-im-ba,,,P247857,219
222,P247857.220,r ii 26,ŋeš-x-uri[NA]NA,ŋeš-x-uri,,,P247857,220
223,P247857.221,r ii 27,lilis[instrument]N,li-li-is₃,,,P247857,221
224,P247857.222,r ii 28,x-x[NA]NA,x-x,,,P247857,222
225,P247857.223,r ii 29,x-x-x-DI[NA]NA,x-x-x-DI,,,P247857,223
226,P247857.224,r ii 30,šem[drum]N,šem₃,,,P247857,224
227,P247857.225,r ii 31,meze[drum]N,me-ze₂,,,P247857,225
228,P247857.226,r ii 32,SILA₃-x[NA]NA,SILA₃-x,,,P247857,226
229,P247857.227,r ii 33,zahum[basin]N,za-hum,,,P247857,227
230,P247857.228,r ii 34,niŋ₂-na-x[NA]NA,niŋ₂-na-x,,,P247857,228
231,P247857.229,r ii 35,tuditum[toggle-pin]N,tud-di-tum,,,P247857,229
232,P247857.230,r ii 36,x-x-x[NA]NA,x-x-x,,,P247857,230
233,P247857.231,r ii 37,KU-KU-x-x[NA]NA,KU-KU-x-x,,,P247857,231
234,P247857.233,r iii 1,bulug.KIN.gur₄[lancet]N,bulug-KIN-gur₄,,,P247857,233
235,P247857.234,r iii 2,buluggur[scythe?]N gul[destroy]V/t,bulug-gur₁₀ gul,,,P247857,234
236,P247857.235,r iii 3,buluggur[scythe?]N gul[destroy]V/t,bulug-gur₁₀ gul-gul,,,P247857,235
237,P247857.236,r iii 4,bulug[needle]N bur[garment]N,bulug bur,,,P247857,236
238,P247857.237,r iii 5,bulug[needle]N musara[inscription]N,bulug mu-sar,,,P247857,237
239,P247857.238,r iii 6,bulug[needle]N musara[inscription]N,bulug mu-sar,,,P247857,238
240,P247857.239,r iii 7,bulug[needle]N algameš[stone]N,bulug algameš,,,P247857,239
241,P247857.240,r iii 8,bulug[needle]N harran[tool]N,bulug har-ra-an,,,P247857,240
242,P247857.241,r iii 9,bulug[needle]N niŋkud[wedge]N,bulug niŋ₂-kud,,,P247857,241
243,P247857.242,r iii 10,bulug[needle]N U[NA]NA,bulug U,,,P247857,242
244,P247857.243,r iii 11,minbulug[pin]N,URUDA{+pa-lu-ku-um-me-en},,,P247857,243
245,P247857.244,r iii 12,zahada[ax]N,za₃-ha-da,,,P247857,244
246,P247857.245,r iii 13,zala[smashed]N,za₃-la₂,,,P247857,245
247,P247857.246,r iii 14,šu[hand]N SUD₂[NA]NA,šu SUD₂,,,P247857,246
248,P247857.247,r iii 15,makšarum[battle-ax]N,ma-ak-ša-ru-um,,,P247857,247
249,P247857.248,r iii 16,niŋgida[rod?]N,niŋ₂-gid₂-da,,,P247857,248
250,P247857.249,r iii 17,x[NA]NA galdi[exalted]AJ,x gal-di,,,P247857,249
251,P247857.250,r iii 18,imittu[spear]N,i-mi-it-tum,,,P247857,250
252,P247857.251,r iii 19,x-KIN[NA]NA,x-KIN,,,P247857,251
253,P247857.252,r iii 20,x-KIN[NA]NA,x-KIN,,,P247857,252
254,P247857.253,r iii 21,x-DI[NA]NA {+ša-ak}x[NA]NA,x-DI {+ša-ak}x,,,P247857,253
255,P247857.254,r iii 22,x-kud[NA]NA,x-kud,,,P247857,254
256,P247857.255,r iii 23,x-kud[NA]NA,x-kud,,,P247857,255
257,P247857.256,r iii 24,niŋkud[wedge]N,niŋ₂-kud,,,P247857,256
258,P247857.257,r iii 25,niŋkud[wedge]N,niŋ₂-kud,,,P247857,257
259,P247857.258,r iii 26,ŋiri[dagger]N,ŋiri₂,,,P247857,258
260,P247857.259,r iii 27,ŋiri[dagger]N sig[weak]V/i,ŋiri₂ sig,,,P247857,259
261,P247857.260,r iii 28,ŋiri[dagger]N gal[big]V/i,ŋiri₂ gal,,,P247857,260
262,P247857.261,r iii 29,ŋiri[dagger]N SUR[NA]NA,ŋiri₂ SUR,,,P247857,261
263,P247857.262,r iii 30,ŋiri[dagger]N zag[side]N sig[put]V/t,ŋiri₂ zag sig₉,,,P247857,262
264,P247857.263,r iii 31,ŋiri[dagger]N zi-iq-ti[NA]NA NI-u₅[NA]NA,ŋiri₂ zi-iq-ti NI-u₅,,,P247857,263
265,P247857.264,r iii 32,ŋiri[dagger]N gud[ox]N gaz[kill]V/t,ŋiri₂ gud gaz,,,P247857,264
266,P247857.265,r iii 33,ŋiri[dagger]N gud[ox]N uš[die]V/i,ŋiri₂ gud uš₂,,,P247857,265
267,P247857.266,r iii 34,ŋiri[dagger]N ab[cow]N šum[slaughter]V/t,ŋiri₂ ab₂ šum,,,P247857,266
268,P247857.267,r iii 35,ŋiri[dagger]N udu[sheep]N uš[die]V/i,ŋiri₂ udu uš₂{+uš},,,P247857,267
269,P247857.268,r iii 36,ŋiri[dagger]N tur[small]V/i,ŋiri₂ tur,,,P247857,268
270,P247857.269,r iii 37,ŋiri[dagger]N x[NA]NA DU-x[NA]NA,ŋiri₂ x DU-x,,,P247857,269
271,P247857.271,r iv 1',x[NA]NA,x,,,P247857,271
272,P247857.272,r iv 2',x[NA]NA,x,,,P247857,272
273,P247857.273,r iv 3',x-ga[NA]NA,x-ga,,,P247857,273
274,P247857.274,r iv 4',x-ga[NA]NA,x-ga,,,P247857,274
275,P247857.275,r iv 5',x-gub[NA]NA,x-gub,,,P247857,275
276,P247857.276,r iv 6',x-DU[NA]NA,x-DU,,,P247857,276
277,P247857.277,r iv 7',x-ta-hul-a[NA]NA,x-ta-hul-a,,,P247857,277
278,P247857.278,r iv 8',x-niŋ₂-DU[NA]NA,x-niŋ₂-DU,,,P247857,278
279,P247857.279,r iv 9',x-x[NA]NA,x-x,,,P247857,279
280,P247859.3,o 1,kuš[skin]N pešgi[rodent]N,kuš peš₂-{ŋeš}gi₄,,,P247859,3
281,P247859.4,o 2,kuš[skin]N pešgigua[rodent]N,kuš peš₂-{ŋeš}gi₄-e-gu₇-a,,,P247859,4
282,P247859.5,o 3,kuš[skin]N pešigigunu[rodent]N,kuš peš₂-igi-gun₃,,,P247859,5
283,P247859.6,o 4,kuš[skin]N pešašaga[rodent]N,kuš peš₂-a-šag₄-ga,,,P247859,6
