doc_A,doc_B,dist
P253233,P271771,3.25
P253233,P271911,8
P253233,P273880,4
P253233,P332934,2.8
P253233,P346714,8
P253233,P347814,8
P253233,P370399,3.33333333333333
P253233,P388265,3.63636363636364
P253233,P429503,2.85714285714286
P253233,P437074,4
P253233,P447996,3.2
P253233,P459216,3.33333333333333
P253233,P459217,3.63636363636364
P253233,P459218,8
P253233,Q000039,3.23076923076923
P253238,P235262,4
P253238,P247864,4
P253238,P250364,8
P253238,P253228,3.33333333333333
P253238,P253233,2.5
P253238,P253238,0.75
P253238,P253866,8
P253238,P271301,2.4
P253238,P271771,1.5
P253238,P271911,8
P253238,P273880,4
P253238,P332934,1.71428571428571
P253238,P346714,8
P253238,P347814,8
P253238,P370399,8
P253238,P388265,2.4
P253238,P429503,2
P253238,P437074,8
P253238,P447996,3.71428571428571
P253238,P459216,2.5
P253238,P459217,2
P253238,P459218,8
P253238,Q000039,1.25
P253866,P235262,4
P253866,P247864,3.5
P253866,P250364,4
P253866,P253228,4
P253866,P253233,8
P253866,P253238,8
P253866,P253866,0.352941176470588
P253866,P271301,3.14285714285714
P253866,P271771,3
P253866,P271911,3.14285714285714
P253866,P273880,3.83333333333333
P253866,P332934,4
P253866,P346714,3
P253866,P347814,4
P253866,P370399,4
P253866,P388265,2.6
P253866,P429503,4
P253866,P437074,3.5
P253866,P447996,4
P253866,P459216,3.33333333333333
P253866,P459217,4
P253866,P459218,4
P253866,Q000039,3.5
P271301,P235262,1.77777777777778
P271301,P247864,2.94736842105263
P271301,P250364,3
P271301,P253228,3.71428571428571
P271301,P253233,4
P271301,P253238,2.4
P271301,P253866,3.14285714285714
P271301,P271301,0.15
P271301,P271771,3.16666666666667
P271301,P271911,8
P271301,P273880,3.39130434782609
P271301,P332934,2.1
P271301,P346714,4
P271301,P347814,8
P271301,P370399,3
P271301,P388265,2.78260869565217
P271301,P429503,2
P271301,P437074,2.25
P271301,P447996,3
P271301,P459216,2.23529411764706
P271301,P459217,2.375
P271301,P459218,4
P271301,Q000039,1.42105263157895
P271771,P235262,4
P271771,P247864,3.2
P271771,P250364,8
P271771,P253228,3.33333333333333
P271771,P253233,3.25
P271771,P253238,1.5
P271771,P253866,3
P271771,P271301,3.16666666666667
P271771,P271771,0.4
P271771,P271911,8
P271771,P273880,3.71428571428571
P271771,P332934,2.18181818181818
P271771,P346714,8
P271771,P347814,8
P271771,P370399,3.5
P271771,P388265,3.16666666666667
P271771,P429503,2.33333333333333
P271771,P437074,3
P271771,P447996,4
P271771,P459216,2.5
P271771,P459217,2.36363636363636
P271771,P459218,8
P271771,Q000039,2.66666666666667
P271911,P235262,8
P271911,P247864,3.77777777777778
P271911,P250364,3.5
P271911,P253228,4
P271911,P253233,8
P271911,P253238,8
P271911,P253866,3.14285714285714
P271911,P271301,8
P271911,P271771,8
P271911,P271911,0
P271911,P273880,3.21739130434783
P271911,P332934,8
P271911,P346714,2.54545454545455
P271911,P347814,3.36842105263158
P271911,P370399,4
P271911,P388265,3.14285714285714
P271911,P429503,8
P271911,P437074,8
P271911,P447996,4
P271911,P459216,8
P271911,P459217,4
P271911,P459218,2.33333333333333
P271911,Q000039,2.4
P273880,P235262,3.42857142857143
P273880,P247864,3.27272727272727
P273880,P250364,2.66666666666667
P273880,P253228,4
P273880,P253233,4
P273880,P253238,4
P273880,P253866,3.83333333333333
P273880,P271301,3.39130434782609
P273880,P271771,3.71428571428571
P273880,P271911,3.21739130434783
P273880,P273880,0
P273880,P332934,3.45454545454545
P273880,P346714,3.4
P273880,P347814,3.5
P273880,P370399,3
P273880,P388265,3.42857142857143
P273880,P429503,3.33333333333333
P273880,P437074,3.42857142857143
P273880,P447996,3.42857142857143
P273880,P459216,4
P273880,P459217,3.14285714285714
P273880,P459218,3.27272727272727
P273880,Q000039,3.2280701754386
P332934,P235262,3.6
P332934,P247864,3.33333333333333
P332934,P250364,3
P332934,P253228,3.11111111111111
P332934,P253233,2.8
P332934,P253238,1.71428571428571
P332934,P253866,4
P332934,P271301,2.1
P332934,P271771,2.18181818181818
P332934,P271911,8
P332934,P273880,3.45454545454545
P332934,P332934,0.214285714285714
P332934,P346714,4
P332934,P347814,8
P332934,P370399,3.33333333333333
P332934,P388265,3.15789473684211
P332934,P429503,1.69230769230769
P332934,P437074,4
P332934,P447996,3.42857142857143
P332934,P459216,2.71428571428571
P332934,P459217,2.625
P332934,P459218,8
P332934,Q000039,2
P346714,P235262,4
P346714,P247864,3.6
P346714,P250364,3.5
P346714,P253228,4
P346714,P253233,8
P346714,P253238,8
P346714,P253866,3
P346714,P271301,4
P346714,P271771,8
P346714,P271911,2.54545454545455
P346714,P273880,3.4
P346714,P332934,4
P346714,P346714,0.375
P346714,P347814,3.33333333333333
P346714,P370399,3.5
P346714,P388265,3.6
P346714,P429503,4
P346714,P437074,8
P346714,P447996,8
P346714,P459216,4
P346714,P459217,8
P346714,P459218,3.33333333333333
P346714,Q000039,3.25
P347814,P235262,8
P347814,P247864,3.71428571428571
P347814,P250364,4
P347814,P253228,4
P347814,P253233,8
P347814,P253238,8
P347814,P253866,4
P347814,P271301,8
P347814,P271771,8
P347814,P271911,3.36842105263158
P347814,P273880,3.5
P347814,P332934,8
P347814,P346714,3.33333333333333
P347814,P347814,0.0833333333333335
P347814,P370399,4
P347814,P388265,3.5
P347814,P429503,8
P347814,P437074,8
P347814,P447996,8
P347814,P459216,8
P347814,P459217,8
P347814,P459218,2.85714285714286
P347814,Q000039,3.16666666666667
P370399,P235262,2.66666666666667
P370399,P247864,3.28571428571429
P370399,P250364,2.66666666666667
P370399,P253228,4
P370399,P253233,3.33333333333333
P370399,P253238,8
P370399,P253866,4
P370399,P271301,3
P370399,P271771,3.5
P370399,P271911,4
P370399,P273880,3
P370399,P332934,3.33333333333333
P370399,P346714,3.5
P370399,P347814,4
P370399,P370399,0.260869565217391
P370399,P388265,3.625
P370399,P429503,4
P370399,P437074,3.33333333333333
P370399,P447996,4
P370399,P459216,3
P370399,P459217,4
P370399,P459218,4
P370399,Q000039,3.30434782608696
P388265,P235262,4
P388265,P247864,3.23809523809524
P388265,P250364,3.6
P388265,P253228,3.55555555555556
P388265,P253233,3.63636363636364
P388265,P253238,2.4
P388265,P253866,2.6
P388265,P271301,2.78260869565217
P388265,P271771,3.16666666666667
P388265,P271911,3.14285714285714
P388265,P273880,3.42857142857143
P388265,P332934,3.15789473684211
P388265,P346714,3.6
P388265,P347814,3.5
P388265,P370399,3.625
P388265,P388265,0
P388265,P429503,2.83333333333333
P388265,P437074,2.57142857142857
P388265,P447996,3.81818181818182
P388265,P459216,3.14285714285714
P388265,P459217,3.06666666666667
P388265,P459218,2.75
P388265,Q000039,3.28
P429503,P235262,3.5
P429503,P247864,3.4
P429503,P250364,4
P429503,P253228,3.6
P429503,P253233,2.85714285714286
P429503,P253238,2
P429503,P253866,4
P429503,P271301,2
P429503,P271771,2.33333333333333
P429503,P271911,8
P429503,P273880,3.33333333333333
P429503,P332934,1.69230769230769
P429503,P346714,4
P429503,P347814,8
P429503,P370399,4
P429503,P388265,2.83333333333333
P429503,P429503,0.315789473684211
P429503,P437074,4
P429503,P447996,3.77777777777778
P429503,P459216,3.33333333333333
P429503,P459217,2.88888888888889
P429503,P459218,8
P429503,Q000039,2.21052631578947
P437074,P235262,4
P437074,P247864,2.66666666666667
P437074,P250364,8
P437074,P253228,8
P437074,P253233,4
P437074,P253238,8
P437074,P253866,3.5
P437074,P271301,2.25
P437074,P271771,3
P437074,P271911,8
P437074,P273880,3.42857142857143
P437074,P332934,4
P437074,P346714,8
P437074,P347814,8
P437074,P370399,3.33333333333333
P437074,P388265,2.57142857142857
P437074,P429503,4
P437074,P437074,0.6
P437074,P447996,2.66666666666667
P437074,P459216,4
P437074,P459217,3.5
P437074,P459218,8
P437074,Q000039,2
P447996,P235262,4
P447996,P247864,3.2
P447996,P250364,8
P447996,P253228,3
P447996,P253233,3.2
P447996,P253238,3.71428571428571
P447996,P253866,4
P447996,P271301,3
P447996,P271771,4
P447996,P271911,4
P447996,P273880,3.42857142857143
P447996,P332934,3.42857142857143
P447996,P346714,8
P447996,P347814,8
P447996,P370399,4
P447996,P388265,3.81818181818182
P447996,P429503,3.77777777777778
P447996,P437074,2.66666666666667
P447996,P447996,0.1
P447996,P459216,3.55555555555556
P447996,P459217,3.375
P447996,P459218,8
P447996,Q000039,3
P459216,P235262,2.88888888888889
P459216,P247864,3.33333333333333
P459216,P250364,4
P459216,P253228,3
P459216,P253233,3.33333333333333
P459216,P253238,2.5
P459216,P253866,3.33333333333333
P459216,P271301,2.23529411764706
P459216,P271771,2.5
P459216,P271911,8
P459216,P273880,4
P459216,P332934,2.71428571428571
P459216,P346714,4
P459216,P347814,8
P459216,P370399,3
P459216,P388265,3.14285714285714
P459216,P429503,3.33333333333333
P459216,P437074,4
P459216,P447996,3.55555555555556
P459216,P459216,0.285714285714286
P459216,P459217,1.69230769230769
P459216,P459218,8
P459216,Q000039,2.3
P459217,P235262,2
P459217,P247864,3.5
P459217,P250364,8
P459217,P253228,3.55555555555556
P459217,P253233,3.63636363636364
P459217,P253238,2
P459217,P253866,4
P459217,P271301,2.375
P459217,P271771,2.36363636363636
P459217,P271911,4
P459217,P273880,3.14285714285714
P459217,P332934,2.625
P459217,P346714,8
P459217,P347814,8
P459217,P370399,4
P459217,P388265,3.06666666666667
P459217,P429503,2.88888888888889
P459217,P437074,3.5
P459217,P447996,3.375
P459217,P459216,1.69230769230769
P459217,P459217,0.272727272727273
P459217,P459218,8
P459217,Q000039,2
P459218,P235262,4
P459218,P247864,3.6
P459218,P250364,3
P459218,P253228,4
P459218,P253233,8
P459218,P253238,8
P459218,P253866,4
P459218,P271301,4
P459218,P271771,8
P459218,P271911,2.33333333333333
P459218,P273880,3.27272727272727
P459218,P332934,8
P459218,P346714,3.33333333333333
P459218,P347814,2.85714285714286
P459218,P370399,4
P459218,P388265,2.75
P459218,P429503,8
P459218,P437074,8
P459218,P447996,8
P459218,P459216,8
P459218,P459217,8
P459218,P459218,0.4
P459218,Q000039,2
Q000039,P235262,2.57142857142857
Q000039,P247864,3.33333333333333
Q000039,P250364,4
Q000039,P253228,3.66666666666667
Q000039,P253233,3.23076923076923
Q000039,P253238,1.25
Q000039,P253866,3.5
Q000039,P271301,1.42105263157895
Q000039,P271771,2.66666666666667
Q000039,P271911,2.4
Q000039,P273880,3.2280701754386
Q000039,P332934,2
Q000039,P346714,3.25
Q000039,P347814,3.16666666666667
Q000039,P370399,3.30434782608696
Q000039,P388265,3.28
Q000039,P429503,2.21052631578947
Q000039,P437074,2
Q000039,P447996,3
Q000039,P459216,2.3
Q000039,P459217,2
Q000039,P459218,2
Q000039,Q000039,0
